dataset_id,display_name,scope,family,n_clusters,n_features,n_samples,clusterer,reducer,reduction_level,ari,seeds,condition,baseline,delta_ari
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,PCA,k_minus_1,-0.00040035231307800003,1,PCA__k_minus_1,-0.000100202192372,-0.000300150120706
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,VAE,25_percent,0.098210709059303902,1,VAE__25_percent,-0.000100202192372,0.098310911251675903
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,VAE,50_percent,0.0007259533431789,1,VAE__50_percent,-0.000100202192372,0.00082615553555090003
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,VAE,k_minus_1,0.004695580869548,1,VAE__k_minus_1,-0.000100202192372,0.00479578306192
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,Isomap,25_percent,0.55481677829779297,1,Isomap__25_percent,-0.00049149549524900001,0.55530827379304193
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,Isomap,50_percent,0.55630836296779496,1,Isomap__50_percent,-0.00049149549524900001,0.55679985846304392
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,Isomap,k_minus_1,0.6398270304898801,1,Isomap__k_minus_1,-0.00049149549524900001,0.64031852598512906
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,KernelPCA,25_percent,0.7655094135018401,1,KernelPCA__25_percent,-0.00049149549524900001,0.76600090899708906
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,KernelPCA,50_percent,0.97613206049011303,1,KernelPCA__50_percent,-0.00049149549524900001,0.97662355598536199
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,KernelPCA,k_minus_1,0.86855851570786702,1,KernelPCA__k_minus_1,-0.00049149549524900001,0.86905001120311598
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,KMeans,MDS,25_percent,-0.00049149549524900001,1,MDS__25_percent,-0.00049149549524900001,0
